"svcode","asdclass","col","dd"
416,"low risk","b_green","2022-03-06"
418,"high risk","a_red","2022-03-06"
501,"low risk","b_green","2022-03-06"
502,"high risk","a_red","2022-03-06"
503,"high risk","a_red","2022-03-06"
504,"partial risk","c_purple","2022-03-06"
505,"partial risk","c_purple","2022-03-06"
506,"low risk","b_green","2022-03-06"
508,"unknown","d_white","2022-03-06"
509,"high risk","a_red","2022-03-06"
510,"low risk","b_green","2022-03-06"
511,"low risk","b_green","2022-03-06"
512,"low risk","b_green","2022-03-06"
513,"partial risk","c_purple","2022-03-06"
514,"low risk","b_green","2022-03-06"
515,"low risk","b_green","2022-03-06"
601,"high risk","a_red","2022-03-06"
603,"high risk","a_red","2022-03-06"
605,"low risk","b_green","2022-03-06"
607,"high risk","a_red","2022-03-06"
614,"partial risk","c_purple","2022-03-06"
701,"unknown","d_white","2022-03-06"
710,"unknown","d_white","2022-03-06"
711,"high risk","a_red","2022-03-06"
713,"unknown","d_white","2022-03-06"
714,"high risk","a_red","2022-03-06"
715,"high risk","a_red","2022-03-06"
716,"unknown","d_white","2022-03-06"
717,"low risk","b_green","2022-03-06"
718,"high risk","a_red","2022-03-06"
722,"unknown","d_white","2022-03-06"
726,"unknown","d_white","2022-03-06"
801,"low risk","b_green","2022-03-06"
802,"low risk","b_green","2022-03-06"
803,"low risk","b_green","2022-03-06"
804,"low risk","b_green","2022-03-06"
805,"low risk","b_green","2022-03-06"
806,"low risk","b_green","2022-03-06"
807,"low risk","b_green","2022-03-06"
808,"low risk","b_green","2022-03-06"
901,"high risk","a_red","2022-03-06"
902,"partial risk","c_purple","2022-03-06"
903,"partial risk","c_purple","2022-03-06"
904,"low risk","b_green","2022-03-06"
905,"low risk","b_green","2022-03-06"
906,"partial risk","c_purple","2022-03-06"
907,"partial risk","c_purple","2022-03-06"
102,"unknown risk","e_white","2022-03-07"
103,"unknown risk","e_white","2022-03-07"
109,"unknown risk","e_white","2022-03-07"
110,"high risk","a_red","2022-03-07"
112,"high risk","a_red","2022-03-07"
201,"high risk","a_red","2022-03-07"
202,"high risk","a_red","2022-03-07"
203,"high risk","a_red","2022-03-07"
301,"high risk","a_red","2022-03-07"
302,"unknown risk","e_white","2022-03-07"
303,"high risk","a_red","2022-03-07"
304,"high risk","a_red","2022-03-07"
305,"high risk","a_red","2022-03-07"
307,"high risk","a_red","2022-03-07"
308,"high risk","a_red","2022-03-07"
309,"unknown risk","e_white","2022-03-07"
310,"high risk","a_red","2022-03-07"
311,"unknown risk","e_white","2022-03-07"
312,"unknown risk","e_white","2022-03-07"
313,"high risk","a_red","2022-03-07"
314,"unknown risk","e_white","2022-03-07"
316,"unknown risk","e_white","2022-03-07"
318,"unknown risk","e_white","2022-03-07"
319,"high risk","a_red","2022-03-07"
320,"high risk","a_red","2022-03-07"
321,"high risk","a_red","2022-03-07"
322,"high risk","a_red","2022-03-07"
323,"high risk","a_red","2022-03-07"
324,"high risk","a_red","2022-03-07"
325,"unknown risk","e_white","2022-03-07"
326,"high risk","a_red","2022-03-07"
327,"unknown risk","e_white","2022-03-07"
328,"high risk","a_red","2022-03-07"
402,"high risk","a_red","2022-03-07"
404,"unknown risk","e_white","2022-03-07"
405,"low risk","b_green","2022-03-07"
409,"unknown","d_white","2022-03-07"
411,"unknown","d_white","2022-03-07"
412,"partial risk","c_purple","2022-03-07"
413,"unknown","d_white","2022-03-07"
414,"unknown","d_white","2022-03-07"
415,"low risk","b_green","2022-03-07"
416,"low risk","b_green","2022-03-07"
418,"high risk","a_red","2022-03-07"
501,"low risk","b_green","2022-03-07"
502,"high risk","a_red","2022-03-07"
503,"high risk","a_red","2022-03-07"
504,"partial risk","c_purple","2022-03-07"
505,"partial risk","c_purple","2022-03-07"
506,"low risk","b_green","2022-03-07"
508,"unknown","d_white","2022-03-07"
509,"high risk","a_red","2022-03-07"
510,"low risk","b_green","2022-03-07"
511,"low risk","b_green","2022-03-07"
512,"low risk","b_green","2022-03-07"
513,"partial risk","c_purple","2022-03-07"
514,"low risk","b_green","2022-03-07"
515,"low risk","b_green","2022-03-07"
601,"high risk","a_red","2022-03-07"
603,"high risk","a_red","2022-03-07"
604,"high risk","a_red","2022-03-07"
605,"high risk","a_red","2022-03-07"
607,"high risk","a_red","2022-03-07"
612,"high risk","a_red","2022-03-07"
613,"high risk","a_red","2022-03-07"
614,"high risk","a_red","2022-03-07"
617,"high risk","a_red","2022-03-07"
618,"high risk","a_red","2022-03-07"
701,"unknown","d_white","2022-03-07"
710,"unknown","d_white","2022-03-07"
711,"high risk","a_red","2022-03-07"
713,"unknown","d_white","2022-03-07"
714,"high risk","a_red","2022-03-07"
715,"high risk","a_red","2022-03-07"
716,"unknown","d_white","2022-03-07"
717,"low risk","b_green","2022-03-07"
718,"high risk","a_red","2022-03-07"
722,"unknown","d_white","2022-03-07"
726,"unknown","d_white","2022-03-07"
801,"low risk","b_green","2022-03-07"
802,"low risk","b_green","2022-03-07"
803,"low risk","b_green","2022-03-07"
804,"low risk","b_green","2022-03-07"
805,"low risk","b_green","2022-03-07"
806,"low risk","b_green","2022-03-07"
807,"low risk","b_green","2022-03-07"
808,"low risk","b_green","2022-03-07"
901,"high risk","a_red","2022-03-07"
902,"partial risk","c_purple","2022-03-07"
903,"partial risk","c_purple","2022-03-07"
904,"low risk","b_green","2022-03-07"
905,"low risk","b_green","2022-03-07"
906,"partial risk","c_purple","2022-03-07"
907,"partial risk","c_purple","2022-03-07"
102,"unknown risk","e_white","2022-03-08"
103,"unknown risk","e_white","2022-03-08"
109,"unknown risk","e_white","2022-03-08"
110,"high risk","a_red","2022-03-08"
112,"high risk","a_red","2022-03-08"
201,"high risk","a_red","2022-03-08"
202,"high risk","a_red","2022-03-08"
203,"high risk","a_red","2022-03-08"
301,"high risk","a_red","2022-03-08"
302,"unknown risk","e_white","2022-03-08"
303,"high risk","a_red","2022-03-08"
304,"high risk","a_red","2022-03-08"
305,"high risk","a_red","2022-03-08"
307,"high risk","a_red","2022-03-08"
308,"high risk","a_red","2022-03-08"
309,"unknown risk","e_white","2022-03-08"
310,"high risk","a_red","2022-03-08"
311,"unknown risk","e_white","2022-03-08"
312,"unknown risk","e_white","2022-03-08"
313,"high risk","a_red","2022-03-08"
314,"unknown risk","e_white","2022-03-08"
316,"unknown risk","e_white","2022-03-08"
318,"unknown risk","e_white","2022-03-08"
319,"high risk","a_red","2022-03-08"
320,"high risk","a_red","2022-03-08"
321,"high risk","a_red","2022-03-08"
322,"high risk","a_red","2022-03-08"
323,"high risk","a_red","2022-03-08"
324,"high risk","a_red","2022-03-08"
325,"unknown risk","e_white","2022-03-08"
326,"high risk","a_red","2022-03-08"
327,"unknown risk","e_white","2022-03-08"
328,"high risk","a_red","2022-03-08"
402,"high risk","a_red","2022-03-08"
404,"unknown risk","e_white","2022-03-08"
405,"low risk","b_green","2022-03-08"
409,"unknown","d_white","2022-03-08"
411,"unknown","d_white","2022-03-08"
412,"partial risk","c_purple","2022-03-08"
413,"unknown","d_white","2022-03-08"
414,"unknown","d_white","2022-03-08"
415,"low risk","b_green","2022-03-08"
416,"low risk","b_green","2022-03-08"
418,"high risk","a_red","2022-03-08"
501,"low risk","b_green","2022-03-08"
502,"high risk","a_red","2022-03-08"
503,"high risk","a_red","2022-03-08"
504,"partial risk","c_purple","2022-03-08"
505,"partial risk","c_purple","2022-03-08"
506,"low risk","b_green","2022-03-08"
508,"unknown","d_white","2022-03-08"
509,"high risk","a_red","2022-03-08"
510,"low risk","b_green","2022-03-08"
511,"low risk","b_green","2022-03-08"
512,"low risk","b_green","2022-03-08"
513,"partial risk","c_purple","2022-03-08"
514,"low risk","b_green","2022-03-08"
515,"low risk","b_green","2022-03-08"
601,"high risk","a_red","2022-03-08"
603,"high risk","a_red","2022-03-08"
604,"high risk","a_red","2022-03-08"
605,"high risk","a_red","2022-03-08"
607,"high risk","a_red","2022-03-08"
612,"high risk","a_red","2022-03-08"
613,"high risk","a_red","2022-03-08"
614,"high risk","a_red","2022-03-08"
617,"high risk","a_red","2022-03-08"
618,"high risk","a_red","2022-03-08"
701,"unknown","d_white","2022-03-08"
710,"unknown","d_white","2022-03-08"
711,"high risk","a_red","2022-03-08"
713,"unknown","d_white","2022-03-08"
714,"high risk","a_red","2022-03-08"
715,"high risk","a_red","2022-03-08"
716,"unknown","d_white","2022-03-08"
717,"low risk","b_green","2022-03-08"
718,"high risk","a_red","2022-03-08"
722,"unknown","d_white","2022-03-08"
726,"unknown","d_white","2022-03-08"
801,"low risk","b_green","2022-03-08"
802,"low risk","b_green","2022-03-08"
803,"low risk","b_green","2022-03-08"
804,"low risk","b_green","2022-03-08"
805,"low risk","b_green","2022-03-08"
806,"low risk","b_green","2022-03-08"
807,"low risk","b_green","2022-03-08"
808,"low risk","b_green","2022-03-08"
901,"high risk","a_red","2022-03-08"
902,"partial risk","c_purple","2022-03-08"
903,"partial risk","c_purple","2022-03-08"
904,"low risk","b_green","2022-03-08"
905,"low risk","b_green","2022-03-08"
906,"partial risk","c_purple","2022-03-08"
907,"partial risk","c_purple","2022-03-08"
102,"unknown risk","e_white","2022-03-09"
103,"unknown risk","e_white","2022-03-09"
109,"unknown risk","e_white","2022-03-09"
110,"high risk","a_red","2022-03-09"
112,"high risk","a_red","2022-03-09"
201,"high risk","a_red","2022-03-09"
202,"high risk","a_red","2022-03-09"
203,"high risk","a_red","2022-03-09"
301,"high risk","a_red","2022-03-09"
302,"unknown risk","e_white","2022-03-09"
303,"high risk","a_red","2022-03-09"
304,"high risk","a_red","2022-03-09"
305,"high risk","a_red","2022-03-09"
307,"high risk","a_red","2022-03-09"
308,"high risk","a_red","2022-03-09"
309,"unknown risk","e_white","2022-03-09"
310,"high risk","a_red","2022-03-09"
311,"unknown risk","e_white","2022-03-09"
312,"unknown risk","e_white","2022-03-09"
313,"high risk","a_red","2022-03-09"
314,"unknown risk","e_white","2022-03-09"
316,"unknown risk","e_white","2022-03-09"
318,"unknown risk","e_white","2022-03-09"
319,"high risk","a_red","2022-03-09"
320,"high risk","a_red","2022-03-09"
321,"high risk","a_red","2022-03-09"
322,"high risk","a_red","2022-03-09"
323,"high risk","a_red","2022-03-09"
324,"high risk","a_red","2022-03-09"
325,"unknown risk","e_white","2022-03-09"
326,"high risk","a_red","2022-03-09"
327,"unknown risk","e_white","2022-03-09"
328,"high risk","a_red","2022-03-09"
402,"high risk","a_red","2022-03-09"
404,"unknown risk","e_white","2022-03-09"
405,"low risk","b_green","2022-03-09"
409,"unknown","d_white","2022-03-09"
411,"unknown","d_white","2022-03-09"
412,"partial risk","c_purple","2022-03-09"
413,"unknown","d_white","2022-03-09"
414,"unknown","d_white","2022-03-09"
415,"low risk","b_green","2022-03-09"
416,"low risk","b_green","2022-03-09"
418,"high risk","a_red","2022-03-09"
501,"low risk","b_green","2022-03-09"
502,"high risk","a_red","2022-03-09"
503,"high risk","a_red","2022-03-09"
504,"partial risk","c_purple","2022-03-09"
505,"partial risk","c_purple","2022-03-09"
506,"low risk","b_green","2022-03-09"
508,"unknown","d_white","2022-03-09"
509,"high risk","a_red","2022-03-09"
510,"low risk","b_green","2022-03-09"
511,"low risk","b_green","2022-03-09"
512,"low risk","b_green","2022-03-09"
513,"partial risk","c_purple","2022-03-09"
514,"low risk","b_green","2022-03-09"
515,"low risk","b_green","2022-03-09"
601,"high risk","a_red","2022-03-09"
603,"high risk","a_red","2022-03-09"
604,"high risk","a_red","2022-03-09"
605,"high risk","a_red","2022-03-09"
607,"high risk","a_red","2022-03-09"
612,"high risk","a_red","2022-03-09"
613,"high risk","a_red","2022-03-09"
614,"high risk","a_red","2022-03-09"
617,"high risk","a_red","2022-03-09"
618,"high risk","a_red","2022-03-09"
701,"unknown","d_white","2022-03-09"
710,"unknown","d_white","2022-03-09"
711,"high risk","a_red","2022-03-09"
713,"unknown","d_white","2022-03-09"
714,"high risk","a_red","2022-03-09"
715,"high risk","a_red","2022-03-09"
716,"unknown","d_white","2022-03-09"
717,"low risk","b_green","2022-03-09"
718,"high risk","a_red","2022-03-09"
722,"unknown","d_white","2022-03-09"
726,"unknown","d_white","2022-03-09"
801,"low risk","b_green","2022-03-09"
802,"low risk","b_green","2022-03-09"
803,"low risk","b_green","2022-03-09"
804,"low risk","b_green","2022-03-09"
805,"low risk","b_green","2022-03-09"
806,"low risk","b_green","2022-03-09"
807,"low risk","b_green","2022-03-09"
808,"low risk","b_green","2022-03-09"
901,"high risk","a_red","2022-03-09"
902,"partial risk","c_purple","2022-03-09"
903,"partial risk","c_purple","2022-03-09"
904,"low risk","b_green","2022-03-09"
905,"low risk","b_green","2022-03-09"
906,"partial risk","c_purple","2022-03-09"
907,"partial risk","c_purple","2022-03-09"
102,"unknown risk","e_white","2022-03-10"
103,"unknown risk","e_white","2022-03-10"
109,"unknown risk","e_white","2022-03-10"
110,"high risk","a_red","2022-03-10"
112,"high risk","a_red","2022-03-10"
201,"high risk","a_red","2022-03-10"
202,"high risk","a_red","2022-03-10"
203,"high risk","a_red","2022-03-10"
301,"high risk","a_red","2022-03-10"
302,"unknown risk","e_white","2022-03-10"
303,"high risk","a_red","2022-03-10"
304,"high risk","a_red","2022-03-10"
305,"high risk","a_red","2022-03-10"
307,"high risk","a_red","2022-03-10"
308,"high risk","a_red","2022-03-10"
309,"unknown risk","e_white","2022-03-10"
310,"high risk","a_red","2022-03-10"
311,"unknown risk","e_white","2022-03-10"
312,"unknown risk","e_white","2022-03-10"
313,"high risk","a_red","2022-03-10"
314,"unknown risk","e_white","2022-03-10"
316,"unknown risk","e_white","2022-03-10"
318,"unknown risk","e_white","2022-03-10"
319,"high risk","a_red","2022-03-10"
320,"high risk","a_red","2022-03-10"
321,"high risk","a_red","2022-03-10"
322,"high risk","a_red","2022-03-10"
323,"high risk","a_red","2022-03-10"
324,"high risk","a_red","2022-03-10"
325,"unknown risk","e_white","2022-03-10"
326,"high risk","a_red","2022-03-10"
327,"unknown risk","e_white","2022-03-10"
328,"high risk","a_red","2022-03-10"
402,"high risk","a_red","2022-03-10"
404,"unknown risk","e_white","2022-03-10"
405,"low risk","b_green","2022-03-10"
409,"unknown","d_white","2022-03-10"
411,"unknown","d_white","2022-03-10"
412,"partial risk","c_purple","2022-03-10"
413,"unknown","d_white","2022-03-10"
414,"unknown","d_white","2022-03-10"
415,"low risk","b_green","2022-03-10"
416,"low risk","b_green","2022-03-10"
418,"high risk","a_red","2022-03-10"
501,"low risk","b_green","2022-03-10"
502,"high risk","a_red","2022-03-10"
503,"high risk","a_red","2022-03-10"
504,"partial risk","c_purple","2022-03-10"
505,"partial risk","c_purple","2022-03-10"
506,"low risk","b_green","2022-03-10"
508,"unknown","d_white","2022-03-10"
509,"high risk","a_red","2022-03-10"
510,"low risk","b_green","2022-03-10"
511,"low risk","b_green","2022-03-10"
512,"low risk","b_green","2022-03-10"
513,"partial risk","c_purple","2022-03-10"
514,"low risk","b_green","2022-03-10"
515,"low risk","b_green","2022-03-10"
601,"high risk","a_red","2022-03-10"
603,"high risk","a_red","2022-03-10"
604,"high risk","a_red","2022-03-10"
605,"high risk","a_red","2022-03-10"
607,"high risk","a_red","2022-03-10"
612,"high risk","a_red","2022-03-10"
613,"high risk","a_red","2022-03-10"
614,"high risk","a_red","2022-03-10"
617,"high risk","a_red","2022-03-10"
618,"high risk","a_red","2022-03-10"
701,"unknown","d_white","2022-03-10"
710,"unknown","d_white","2022-03-10"
711,"high risk","a_red","2022-03-10"
713,"unknown","d_white","2022-03-10"
714,"high risk","a_red","2022-03-10"
715,"high risk","a_red","2022-03-10"
716,"unknown","d_white","2022-03-10"
717,"low risk","b_green","2022-03-10"
718,"high risk","a_red","2022-03-10"
722,"unknown","d_white","2022-03-10"
726,"unknown","d_white","2022-03-10"
801,"low risk","b_green","2022-03-10"
802,"low risk","b_green","2022-03-10"
803,"low risk","b_green","2022-03-10"
804,"low risk","b_green","2022-03-10"
805,"low risk","b_green","2022-03-10"
806,"low risk","b_green","2022-03-10"
807,"low risk","b_green","2022-03-10"
808,"low risk","b_green","2022-03-10"
901,"high risk","a_red","2022-03-10"
902,"partial risk","c_purple","2022-03-10"
903,"partial risk","c_purple","2022-03-10"
904,"low risk","b_green","2022-03-10"
905,"low risk","b_green","2022-03-10"
906,"partial risk","c_purple","2022-03-10"
907,"partial risk","c_purple","2022-03-10"
102,"unknown risk","e_white","2022-03-11"
103,"unknown risk","e_white","2022-03-11"
109,"unknown risk","e_white","2022-03-11"
110,"high risk","a_red","2022-03-11"
112,"high risk","a_red","2022-03-11"
201,"high risk","a_red","2022-03-11"
202,"high risk","a_red","2022-03-11"
203,"high risk","a_red","2022-03-11"
301,"high risk","a_red","2022-03-11"
302,"unknown risk","e_white","2022-03-11"
303,"high risk","a_red","2022-03-11"
304,"high risk","a_red","2022-03-11"
305,"high risk","a_red","2022-03-11"
307,"high risk","a_red","2022-03-11"
308,"high risk","a_red","2022-03-11"
309,"unknown risk","e_white","2022-03-11"
310,"high risk","a_red","2022-03-11"
311,"unknown risk","e_white","2022-03-11"
312,"unknown risk","e_white","2022-03-11"
313,"high risk","a_red","2022-03-11"
314,"unknown risk","e_white","2022-03-11"
316,"unknown risk","e_white","2022-03-11"
318,"unknown risk","e_white","2022-03-11"
319,"high risk","a_red","2022-03-11"
320,"high risk","a_red","2022-03-11"
321,"high risk","a_red","2022-03-11"
322,"high risk","a_red","2022-03-11"
323,"high risk","a_red","2022-03-11"
